,pcstrip,Year,NUMBER_OF_PATIENTS,SHA,PCT,oseast1m,osnrth1m,lsoa11,msoa11,ru11ind,rgn,laua,imd,depression_perc,alzheimers_perc,blood pressure_perc,hypertension_perc,diabeties_perc,cardiovascular disease_perc,insomnia_perc,addiction_perc,social anxiety_perc,loneliness_perc,depression_zscore,alzheimers_zscore,blood pressure_zscore,hypertension_zscore,diabeties_zscore,cardiovascular disease_zscore,insomnia_zscore,addiction_zscore,social anxiety_zscore,loneliness_zscore,loneills
4241,NW23AN,2015,6373.0,Q62,07P,523761.0,185501.0,E01000556,E02000107,A1,E12000007,E09000005,41.0,3.579879189025664,0.0322829927655457,9.348698110372426,9.47056776601967,3.7619360124106405,6.258903992307649,0.31385223642306787,0.41078705054707143,0.0638674874679147,23.828209239499305,,,,,,,,,,,0.0
4242,NW23ET,2015,2492.0,Q62,07P,524099.0,185370.0,E01000872,E02000170,A1,E12000007,E09000007,-15.0,3.235308016236155,0.6978348678392042,10.65834114245365,10.68641372741436,3.974269325595973,7.714627205737071,0.40531441750161584,0.0,0.0,26.71376756032438,,,,,,,,,,,0.0
4243,NW23PS,2015,7135.0,Q62,07P,524241.0,185142.0,E01000558,E02000107,A1,E12000007,E09000005,5.0,5.871299203869268,0.3867371232277412,8.382334960008883,8.410759208864455,1.9903143321802306,5.5241265368437,0.8058143393537184,0.0,0.18606007781166975,22.98905074433911,,,,,,,,,,,0.0
4244,NW23UY,2015,2863.0,Q62,07P,523776.0,185384.0,E01000557,E02000107,A1,E12000007,E09000005,-127.0,4.440639111404333,0.035639796852470124,5.919420880949946,5.982443519111637,2.865915707671762,6.999554550506921,1.1016252298898095,0.0,0.08309961932109707,21.425817915436934,,,,,,,,,,,0.0
4245,NW24RT,2015,7647.25,Q62,07P,523545.0,184997.0,E01000560,E02000115,A1,E12000007,E09000005,-40.0,4.51669281094469,0.1688545118886888,9.181825852148389,9.29304332407659,2.334375665883018,6.073907655466538,0.4564384901498291,0.0,0.05631453040208743,22.843312458409358,,,,,,,,,,,0.0
4246,NW25HA,2015,7899.25,Q62,07P,523126.0,184301.0,E01000489,E02000122,A1,E12000007,E09000005,24.0,4.206324933629928,0.2623195841301537,7.467581812912066,7.54446916342648,1.7891543911531258,5.315487965982851,0.5239034382573421,0.0,0.0577561106115341,19.64165947657988,,,,,,,,,,,0.0
4247,NW26EA,2015,6334.0,Q62,07P,522936.0,186555.0,E01000497,E02000103,A1,E12000007,E09000005,-9.0,2.9984920008350513,0.4332204649323639,9.510726578521554,9.785698360560895,2.5356582276625095,5.576314759193001,0.17584064055692603,0.0,0.004358535654417405,21.50522445374074,,,,,,,,,,,0.0
4248,NW26JH,2015,11418.5,Q62,07P,521681.0,185885.0,E01000510,E02000106,A1,E12000007,E09000005,47.0,4.034833433418501,0.2366485645391657,9.465331739715783,9.56699042703782,3.244827712138633,6.346471986757347,0.22641455224984483,0.030854055311349594,0.0741595721648716,23.687040731452658,,,,,,,,,,,0.0
4249,NW27NA,2015,4320.75,Q62,07P,522020.0,186550.0,E01033464,E02000102,A1,E12000007,E09000005,-124.0,2.110055650142035,0.32695584955154927,8.355597916450188,8.524077382363775,3.496801315717793,5.90898214525205,0.12636787965415777,0.0020642391214598294,0.021639792154297077,20.49530446180282,,,,,,,,,,,0.0
4250,NW27SA,2015,7821.75,Q62,07P,521591.0,185987.0,E01000510,E02000106,A1,E12000007,E09000005,47.0,2.583490089623771,0.10287045013386281,10.890700008917788,11.108990359911507,4.191679658631017,7.065246094633601,0.2482507878869954,0.0,0.010949395570968497,25.300527440820755,,,,,,,,,,,0.0
4251,NW31NR,2015,10558.0,Q61,07R,526895.0,185657.0,E01000896,E02000167,A1,E12000007,E09000007,19.0,5.066742362576465,0.39506757618241134,7.55538465295509,7.725810097617856,1.149131143558888,5.621258575378627,0.8673159561017366,0.011919072132265349,0.07558404568335715,20.83724478354825,,,,,,,,,,,0.0
4252,NW31PD,2015,1867.75,Q61,07R,526911.0,185509.0,E01000897,E02000173,A1,E12000007,E09000007,25.0,5.567404638418676,0.10286602082357221,9.870876806154524,10.01540871577863,2.115257802708618,7.92842136002762,0.3093418686998335,0.003555176336746303,0.1408099858493159,26.042255582793697,,,,,,,,,,,0.0
4253,NW32QU,2015,14118.25,Q61,07R,527453.0,185408.0,E01000898,E02000173,A1,E12000007,E09000007,-105.0,5.258872806458288,0.47207927928301235,6.4827861803061815,6.567751457836541,1.2663313759254227,4.632576371231571,0.8430759834223269,0.333902634642054,0.056128658856787195,19.374589908799216,,,,,,,,,,,0.0
4254,NW32SE,2015,6251.5,Q61,07R,527265.0,185721.0,E01000893,E02000167,A1,E12000007,E09000007,-70.0,4.828689279136399,0.3693818578052929,7.6624313423869745,7.814565566125637,0.9191796407518842,5.926675025080621,1.3038827001366136,0.0,0.2903434003796816,21.16237406903645,,,,,,,,,,,0.0
4255,NW33NP,2015,11758.0,Q61,07R,526826.0,184228.0,E01000963,E02000182,A1,E12000007,E09000007,19.0,5.087120369278824,0.13136831020716574,7.051549656911058,7.215116850079565,1.5835365256378775,4.663640231374461,0.5315092830531295,0.16655566586459788,0.01770442482762393,19.378847235495623,,,,,,,,,,,0.0
4256,NW33RY,2015,11806.0,Q61,07R,527606.0,184341.0,E01000846,E02000179,A1,E12000007,E09000007,-33.0,5.013870998423688,0.42655722112291355,6.47274915592406,6.67749054283975,1.5662671905802947,5.223234897157925,1.0373962257486933,0.0,0.10748002894405057,19.944817075873267,,,,,,,,,,,0.0
4257,NW35BY,2015,2300.25,Q61,07R,526684.0,184808.0,E01000882,E02000173,A1,E12000007,E09000007,-87.0,5.7224565879755005,0.5223521137575869,7.0898015606303995,7.150519558241328,1.7718701015976557,6.167381115903605,1.1767599444906953,0.028396912978141415,0.3566297092972162,22.53973633494451,,,,,,,,,,,0.0
4258,NW37BJ,2015,1477.8,Q61,07R,525202.0,185739.0,E01000877,E02000170,A1,E12000007,E09000007,118.0,2.97454300085879,0.0,8.100417126732916,8.100417126732916,2.843822843822844,2.4347319347319347,1.5526315789473684,0.0,1.0526315789473684,17.90614648509385,,,,,,,,,,,0.0
4259,NW41DG,2015,1819.5,Q61,07M,523760.0,189400.0,E01000238,E02000057,A1,E12000007,E09000003,43.0,2.066408964255553,0.26024024136442875,9.909012094091409,10.175668765011835,2.4970082379870115,5.525556949975268,0.4898270693593982,0.0,0.4324558273323816,21.014710227953497,,,,,,,,,,,0.0
4260,NW42JL,2015,1926.5,Q61,07M,523902.0,189398.0,E01000238,E02000057,A1,E12000007,E09000003,43.0,3.783425302095291,0.37123477003131433,10.877409073221587,11.273170456483603,2.0558090381017484,6.281474099686508,0.5142709516384852,0.0,0.06989769250141915,24.279384618036957,,,,,,,,,,,0.0
4261,NW42TA,2015,1522.5,Q61,07M,523153.0,188859.0,E01000245,E02000055,A1,E12000007,E09000003,125.0,3.7604918630865303,0.7659536952884193,11.41917128883881,11.553976375721184,3.341666788004712,10.110962289999744,0.3907299312376196,0.0,0.04285761380971833,29.923780943338212,,,,,,,,,,,0.0
4262,NW43EB,2015,14152.0,Q61,07M,523038.0,188246.0,E01000310,E02000057,A1,E12000007,E09000003,23.0,3.758671972939226,0.1977633183134059,9.199766368309822,9.324674259162604,2.667246871942029,6.9276531198143845,0.5165497329648958,0.0,0.11718755128274143,23.392559275136545,,,,,,,,,,,0.0
4263,NW44AE,2015,6958.5,Q61,07M,523167.0,189101.0,E01000245,E02000055,A1,E12000007,E09000003,125.0,5.592134815505067,0.30678056278731153,7.183942797507186,7.338763618080452,2.14555532258992,5.557433797698934,0.6207912953250078,0.01975347535351119,0.2146007896094196,21.581212887340204,,,,,,,,,,,0.0
4264,NW44QR,2015,9516.0,Q61,07M,522971.0,189699.0,E01000241,E02000054,A1,E12000007,E09000003,36.0,4.2701490504396205,0.6540163184914979,8.161054303687724,8.203958404017607,1.7017163671784064,5.999054214702663,0.6867780037080838,0.0,0.20451369504538233,21.515672358537884,,,,,,,,,,,0.0
4265,NW44UR,2015,2138.75,Q61,07M,522477.0,189876.0,E01000240,E02000054,A1,E12000007,E09000003,7.0,2.641141910330586,0.0393770460907917,7.914395047458803,8.077682852115847,2.8567517064284877,5.3480694979136985,1.090784081577382,0.0,0.15078287741435117,20.053807094456793,,,,,,,,,,,0.0
4266,NW51ER,2015,3171.25,Q61,07R,528639.0,186371.0,E01000909,E02000166,A1,E12000007,E09000007,83.0,4.845646055020267,0.1868133973837703,8.007725628411157,8.275792387628073,2.0878042042472393,6.330549210465208,0.44795460445380875,0.0,0.0372269794714815,22.174559859198364,,,,,,,,,,,0.0
4267,NW51HL,2015,2905.25,Q61,08H,529108.0,185978.0,E01002768,E02000557,A1,E12000007,E09000019,95.0,4.724844239383317,0.2721144697187751,7.72438658599603,7.817427419424064,1.778036738717801,5.363141778112868,0.30493280146892904,0.0020510296168676674,0.014076314744454864,20.262548476442625,,,,,,,,,,,0.0
4268,NW51TR,2015,6273.5,Q61,07R,528668.0,185661.0,E01000912,E02000166,A1,E12000007,E09000007,-65.0,5.780633521213954,0.5840802837758691,9.120582986056462,9.312721878240717,1.6382251019080816,6.643247230166904,0.6764751847323861,0.1665012893892233,0.07371093579590034,24.801884489427135,,,,,,,,,,,0.0
4269,NW52BX,2015,20095.25,Q61,07R,529075.0,184696.0,E01000866,E02000174,A1,E12000007,E09000007,-71.0,6.116028192162838,0.16725834454829994,6.416718792213764,6.498135982086207,1.8295336187785336,4.3321633821359855,0.8222361290898833,0.3680625451376487,0.14188998517987317,20.133418193939395,,,,,,,,,,,0.0
4270,NW52UP,2015,14206.75,Q61,07R,529191.0,185151.0,E01000925,E02000174,A1,E12000007,E09000007,-19.0,6.657676283841433,0.14203510789408386,6.268672061143909,6.388906063481973,1.7692751982311075,4.201302200224453,0.8257800384833796,0.2946452525162264,0.04071670157268067,20.279620144672656,,,,,,,,,,,0.0
4271,NW53LN,2015,8030.25,Q61,07R,528577.0,184740.0,E01000901,E02000172,A1,E12000007,E09000007,72.0,5.266835591239974,0.23298836804361,6.694421044389924,6.880440244345635,1.851022121099464,4.968943334293638,0.5818165155239977,0.32231737975528024,0.04298162515020051,20.104363554301603,,,,,,,,,,,0.0
4272,NW53NT,2015,1801.0,Q61,07R,528430.0,184615.0,E01000904,E02000177,A1,E12000007,E09000007,51.0,3.218835671660853,0.09489517446805872,9.354426104016651,9.812239943266222,1.9847447154874895,4.686290407910474,0.6981694575733696,0.0731043598697262,0.45383878433757646,20.568279730236195,,,,,,,,,,,0.0
4273,NW54BY,2015,2133.25,Q61,07R,528163.0,185020.0,E01000891,E02000172,A1,E12000007,E09000007,-68.0,4.898791836605489,0.2909796120148759,6.722597038700131,6.886349390188758,1.9859728791180988,5.476599773492569,1.192556280132267,0.002383676582761251,0.10264636123041056,20.73363344813482,,,,,,,,,,,0.0
4274,NW54EB,2015,3366.75,Q61,07R,528246.0,185037.0,E01000901,E02000172,A1,E12000007,E09000007,72.0,4.324998227704937,0.1223938957404845,6.500176339378481,6.6386696500212805,2.240273651650371,4.417447681818992,0.38101602691040865,0.0,0.02320202238279463,18.12479913384647,,,,,,,,,,,0.0
4275,NW61AE,2015,5938.5,Q61,07R,525213.0,185251.0,E01000874,E02000170,A1,E12000007,E09000007,112.0,5.283990851186522,0.5876030709942673,7.42317661419161,7.613209044148096,1.3822560528483914,7.292927401954508,0.7481116095168682,0.004815411849385265,0.2363269845919003,22.912913442498038,,,,,,,,,,,0.0
4276,NW61DS,2015,2650.25,Q61,07R,525123.0,185515.0,E01000877,E02000170,A1,E12000007,E09000007,118.0,4.2939841767712945,0.21943984297058136,10.063261484990212,10.306309957518407,3.0928596666420227,7.577854226988113,0.5992336591457081,0.0,0.24482383813327702,26.089681530036128,,,,,,,,,,,0.0
4277,NW61TP,2015,10169.0,Q61,07R,525139.0,185002.0,E01000971,E02000175,A1,E12000007,E09000007,-26.0,4.886933814828951,0.12834853372433722,7.121530666333256,7.3461627737376185,1.5888652303556612,5.174661982037095,1.082016767429281,0.0,0.1181442233044227,20.206989102112942,,,,,,,,,,,0.0
4278,NW62PB,2015,902.6666666666666,Q61,07R,525394.0,184274.0,E01000932,E02000178,A1,E12000007,E09000007,-122.0,1.795698287393459,0.0,7.844017537952333,7.87852409419802,1.6082970481897556,7.207924392288577,0.1611170756852448,0.0,0.0,18.65156089775506,,,,,,,,,,,0.0
4279,NW64DX,2015,4259.5,Q61,07R,525761.0,183875.0,E01000929,E02000185,A1,E12000007,E09000007,44.0,4.5267712052016025,0.1654215296634444,8.163290313560527,8.312220844810984,1.7861680047612494,5.725996235743842,0.40681944514837265,0.42775724027466183,0.026948303902706968,21.351154505604153,,,,,,,,,,,0.0
4280,NW65AY,2015,7724.5,Q62,07P,525405.0,183271.0,E01000550,E02000126,A1,E12000007,E09000005,-83.0,4.094758011616151,0.1496243092152599,7.957095060887781,8.046401665330679,2.1793691993542335,4.4653524382996475,0.5453110218106083,0.3536592548968454,0.03846254483774083,19.834475900523426,,,,,,,,,,,0.0
4281,NW65RE,2015,1669.5,Q62,07P,525003.0,183081.0,E01000551,E02000126,A1,E12000007,E09000005,-97.0,2.5502767865364415,0.0,6.493900824835954,6.565753553244156,2.1182407544964903,3.983067998893373,0.37050944674196157,0.0,0.11937576436170268,15.587848539912423,,,,,,,,,,,0.0
4282,NW66RR,2015,14204.75,Q62,07P,524627.0,183527.0,E01000580,E02000124,A1,E12000007,E09000005,-28.0,4.4496482671154105,0.25661783094593976,8.680372579088868,8.859031623011942,2.486749307365015,5.443789166669929,0.5454336773869922,0.01877784851140376,0.1142253826520372,22.060047721006637,,,,,,,,,,,0.0
4283,NW66SD,2015,5243.25,Q62,07P,524483.0,183259.0,E01000583,E02000124,A1,E12000007,E09000005,-64.0,4.672960586529446,0.22025901929815153,8.114686270775719,8.126808728679627,2.0602713153103367,5.820550024826982,0.7159769164774228,0.0,0.07759455447805579,21.616826591121967,,,,,,,,,,,0.0
4284,NW67JQ,2015,17359.25,Q61,07R,524909.0,184264.0,E01000545,E02000120,A1,E12000007,E09000005,-22.0,5.760085187758418,0.10316267757558979,6.5434980521852095,6.6826297539540285,1.5907559941138019,4.365503341017804,0.8008030098010942,0.1793566232692594,0.04308609139284065,19.482296587489994,,,,,,,,,,,0.0
4285,NW67TG,2015,1753.0,Q62,07P,524589.0,184063.0,E01000546,E02000120,A1,E12000007,E09000005,66.0,2.8081804378224757,0.41759274592821743,9.258645968451024,9.666204466103547,2.642388893831689,6.936155738719996,0.3383327698017435,0.04352140375150998,0.17686712503873236,22.852376455959174,,,,,,,,,,,0.0
4286,NW71GR,2015,6159.75,Q61,07M,523997.0,191310.0,E01000259,E02000048,A1,E12000007,E09000003,67.0,4.716036495285121,0.2708269196773504,8.653086306834899,8.752292014894905,2.117996560444102,6.450612029626995,0.5981965057599673,0.009228768603272295,0.1457814907506694,22.915189294291718,,,,,,,,,,,0.0
4287,NW72HX,2015,17988.0,Q61,07M,521706.0,192145.0,E01000258,E02000039,A1,E12000007,E09000003,-52.0,4.224446362152248,0.37897609503488033,9.135645551478602,9.357683230853956,1.636051008377117,6.289232889517432,0.5775037818935957,0.030786547791522744,0.09878730691744775,22.49467991562075,,,,,,,,,,,0.0
4288,NW73QB,2015,5993.25,Q61,07M,520568.0,192104.0,E01000233,E02000036,A1,E12000007,E09000003,20.0,3.836023871797504,0.9326617373445178,9.564272065699138,10.054081425926183,2.2839780312876328,7.783927991658985,0.35854977446413505,0.0,0.003239913664837036,25.24922283247896,,,,,,,,,,,0.0
4289,NW80AG,2015,10052.0,Q61,07R,525966.0,183674.0,E01000929,E02000185,A1,E12000007,E09000007,44.0,4.458401370154171,0.44183277282756844,6.787925970205294,6.904028618447718,1.5812109807366854,5.277855380109574,1.2487166087382104,0.005623636192004902,0.04200275810457029,19.917669367205935,,,,,,,,,,,0.0
4290,NW88EG,2015,7689.75,Q62,09A,527099.0,182235.0,E01033602,E02000968,A1,E12000007,E09000033,-100.0,4.26380694128699,0.33598755373079237,6.166377979461984,6.371697790684834,2.383718443233388,4.873344532508015,1.0484941820263793,1.3042433593016511,0.018710266022950926,20.58129280277205,,,,,,,,,,,0.0
4291,NW89NH,2015,13564.5,Q62,09A,526649.0,183196.0,E01004649,E02000960,A1,E12000007,E09000033,-82.0,3.3738881758483577,0.4335749654554401,8.009551777916876,8.077619759860815,1.6347794231325885,6.889706139584971,0.5743035726739419,0.013391845148721049,0.18188426781977385,20.997263881704836,,,,,,,,,,,0.0
4292,NW89SP,2015,6812.75,Q62,09A,526942.0,183070.0,E01004726,E02000962,A1,E12000007,E09000033,-63.0,3.8572797861129193,0.4428840791143355,8.681382601668139,8.795567944519304,2.3318951366191603,6.660526811765742,0.8661337442234648,0.2835354696232024,0.09245898147651031,23.23782297197813,,,,,,,,,,,0.0
4293,NW90EF,2015,4536.083333333333,Q62,07P,520250.0,189523.0,E01000588,E02000094,A1,E12000007,E09000005,-110.0,1.8444679026072803,0.15815864417142636,11.010109097672014,11.111521942117472,4.10807607406617,7.544252298173227,0.11205169629388091,0.0,0.009328947498587786,24.87852855742946,,,,,,,,,,,0.0
4294,NW90QP,2015,4474.0,Q62,07P,520014.0,189879.0,E01000587,E02000093,A1,E12000007,E09000005,91.0,1.4973288136474814,0.11555088637110807,11.113862950056221,11.665740665590642,4.206774758628095,6.7070464349217795,0.26375932467946056,0.022388518999359164,0.0762088847836853,24.478589402837926,,,,,,,,,,,0.0
4295,NW90TA,2015,4158.0,Q61,07M,521045.0,189025.0,E01000516,E02000094,A1,E12000007,E09000005,19.0,3.263636351749288,0.29730700082024936,10.591120041480094,10.782384233753694,2.4475013607233485,6.113966280989698,0.3740224817621729,0.0,0.03311413156342829,23.27881770979845,,,,,,,,,,,0.0
4296,NW95XT,2015,7403.0,Q61,07M,521699.0,190653.0,E01000151,E02000049,A1,E12000007,E09000003,101.0,3.970641331609475,0.17102258696712705,9.389504335702942,9.603932227480891,2.461414037190543,6.8182849463257,0.39304098233242885,0.07547495217535484,0.02748428070027603,23.493811064081523,,,,,,,,,,,0.0
4297,NW96DJ,2015,6317.5,Q61,07M,521355.0,189501.0,E01000148,E02000053,A1,E12000007,E09000003,-64.0,2.4380947844048286,0.1680404235844657,9.701668149827738,9.77220759197038,2.6906885454317124,6.597317829050106,0.5808903623553543,0.05017658994206233,0.0337049150266479,22.29741612673891,,,,,,,,,,,0.0
4298,NW98JD,2015,2218.0,Q62,07P,520452.0,187979.0,E01000519,E02000097,A1,E12000007,E09000005,-97.0,3.6796811138034458,0.35175719540499456,11.104421043035495,11.226486783803296,3.3735472542373883,7.315873444258944,0.23438143423572347,0.0521324284089682,0.0,26.233859654152756,,,,,,,,,,,0.0
4299,NW98LU,2015,8136.0,Q62,07P,520526.0,187660.0,E01000519,E02000097,A1,E12000007,E09000005,-97.0,2.457835163024099,0.13270230547661466,9.210575609387101,9.275872174120696,4.758357134027204,6.204979036043691,0.223114109037276,0.0,0.03929894423516004,23.05285992172958,,,,,,,,,,,0.0
4300,NW99BY,2015,2116.75,Q62,07P,519442.0,188877.0,E01000591,E02000095,A1,E12000007,E09000005,-5.0,3.351274888501599,0.26246143288734697,9.89156159237742,10.097284253084734,3.4801975778249368,8.237597798438214,0.2092477669204653,0.0,0.04140418126722903,25.6380637176573,,,,,,,,,,,0.0
4301,NW99PE,2015,11722.0,Q62,07P,520051.0,188729.0,E01000515,E02000095,A1,E12000007,E09000005,32.0,3.787649191899242,0.1694781760876017,11.866356430193735,11.950615565489487,2.9098597382363107,6.743061540944981,0.199269153418452,0.10322909037751409,0.019424417514474938,25.863162456453594,,,,,,,,,,,0.0
4302,NW99SB,2015,9151.25,Q62,07P,519230.0,188523.0,E01000543,E02000095,A1,E12000007,E09000005,-102.0,2.8018956768590417,0.34318497254512,9.854395604189794,9.93701548402273,3.443748801926009,6.356270767070424,0.15887361742929615,0.048292883914927115,0.03860309111588887,23.08928220376755,,,,,,,,,,,0.0
4303,OL102BS,2015,5493.25,Q46,01D,386060.0,410083.0,E01005506,E02001151,A1,E12000002,E08000005,-116.0,7.066466278311631,0.2588985470246189,8.99241405189269,9.20167333467152,2.0448035821804638,7.146568057138073,0.08554084509843933,0.007404232312415892,0.011706410991142441,25.81135487673716,,,,,,,,,,,0.0
4304,OL103SD,2015,6826.75,Q46,01D,384254.0,410114.0,E01005515,E02001150,A1,E12000002,E08000005,13.0,6.503463122581817,0.1254320046443218,8.553865837412973,8.652590815724402,2.1400663155611914,6.916450515012047,0.4772381398756343,0.0,0.08571140289796592,24.815240913399418,,,,,,,,,,,0.0
4305,OL104NH,2015,9783.0,Q46,01D,385634.0,410876.0,E01005501,E02001149,A1,E12000002,E08000005,-34.0,6.748731532375455,0.19021760937627397,6.781850137205621,6.825559482098066,1.712207359474139,5.800704786042395,0.6354549402168049,0.0004272627837024884,0.16802432957977045,21.913302972366836,,,,,,,,,,,0.0
4306,OL104NN,2015,3733.0,Q46,01D,385690.0,410805.0,E01005501,E02001149,A1,E12000002,E08000005,-34.0,7.82848633515976,0.27620326452298544,8.552059941166853,8.654152978692572,1.9157331077577382,7.6012163659469385,0.2877101943235998,0.0322447714725247,0.06062045022967938,26.59574701787611,,,,,,,,,,,0.0
4307,OL104PW,2015,2198.5,Q46,01D,385027.0,410981.0,E01005501,E02001149,A1,E12000002,E08000005,-34.0,9.134274313809378,0.2519118122481936,7.26153928675735,7.347637653291635,2.1390351332813644,6.248171630576738,0.5299312626829701,0.0,0.17194474485390718,25.650961805890287,,,,,,,,,,,0.0
4308,OL104RG,2015,3320.0,Q46,01D,384105.0,410814.0,E01005512,E02001150,A1,E12000002,E08000005,-58.0,6.670148052268913,0.2235840847945936,6.2004849610877875,6.559494152024594,1.9375267231111792,6.317498456134057,0.4480160990055188,0.24007736831953005,0.13490810955475818,22.396344935658387,,,,,,,,,,,0.0
4309,OL111AD,2015,12777.5,Q46,01D,390330.0,412284.0,E01005564,E02001146,A1,E12000002,E08000005,21.0,7.369919213426827,0.1095423429645126,5.852864532572223,5.956623667232584,1.6138459557520877,5.357971701843599,0.346299717874317,0.0,0.04864310342347942,20.754202599093933,,,,,,,,,,,0.0
4310,OL111DN,2015,14622.75,Q46,01D,389893.0,412796.0,E01005482,E02001141,A1,E12000002,E08000005,33.0,3.3801198108630675,0.02634640314031783,5.743078186522026,5.850743771862439,3.4306502530604295,5.857525671739964,0.49532735966633434,0.040271739897938474,0.013351285679657121,19.080985010230496,,,,,,,,,,,0.0
4311,OL112NP,2015,2371.0,Q46,01D,389360.0,411316.0,E01005464,E02001147,A1,E12000002,E08000005,84.0,10.05592643609081,0.03140778636413006,6.484552494595349,6.541586731677232,1.7469908398896699,5.170419051644796,0.6328494591275953,0.0018730800929047725,0.20489843707253066,24.181053384887136,,,,,,,,,,,0.0
4312,OL113HY,2015,9670.25,Q46,01D,388033.0,411178.0,E01005476,E02001148,A1,E12000002,E08000005,-120.0,6.607778236050858,0.24044275307667254,7.395879038244054,7.526391514046506,1.519356635877393,5.301314610523055,0.3355161498740769,0.0,0.012621073293347216,21.530799899448564,,,,,,,,,,,0.0
4313,OL115AQ,2015,13286.5,Q46,01D,387618.0,413988.0,E01005591,E02001140,A1,E12000002,E08000005,87.0,6.354878717832368,0.23826451260302542,7.499739714729134,7.751490690645021,1.3891577975342153,5.71649930400282,0.4984554027937389,0.0,0.018011438742079815,21.948746425411187,,,,,,,,,,,0.0
4314,OL11NL,2015,19781.25,Q46,00Y,392348.0,405249.0,E01005350,E02001111,A1,E12000002,E08000004,102.0,5.20901622332748,0.0960132743084252,6.613564417570502,6.726929167615577,2.2873706521805635,5.840329933334272,0.7727940758685853,0.08328332311206468,0.15824042497695678,21.015736649746966,,,,,,,,,,,0.0
4315,OL120SN,2015,7840.75,Q46,01D,389333.0,415186.0,E01005489,E02001136,A1,E12000002,E08000005,-113.0,6.360180873871918,0.1974397072872113,6.909572849481108,6.963999635654454,2.095961032917952,6.2404667908007205,0.5234835788438074,0.09840794101912093,0.0261288289180456,22.47993956039518,,,,,,,,,,,0.0
4316,OL126RT,2015,11211.0,Q46,01D,389140.0,413682.0,E01005483,E02001141,A1,E12000002,E08000005,-42.0,6.8535449638710455,0.162311570501134,7.147172171098364,7.265760630137138,1.51603199505879,5.410655872276497,0.48130471002280933,0.0,0.1050063005550651,21.68960974186741,,,,,,,,,,,0.0
4317,OL126RX,2015,6915.75,Q46,01D,389140.0,413682.0,E01005483,E02001141,A1,E12000002,E08000005,-42.0,6.974893669769608,0.14997396661595871,6.589097885115603,6.712576356745274,1.0320190619891103,4.9843328916003955,0.685113458097792,0.0,0.029141267933717546,20.53890940481814,,,,,,,,,,,0.0
4318,OL128QS,2015,7053.0,Q47,01A,388602.0,418318.0,E01025360,E02005286,C1,E12000002,E07000125,-11.0,5.545383335091022,0.11615419917442991,9.665262430477656,9.898047189583599,1.782007813101191,6.7872341847568824,0.10473035979953783,0.0,0.04510926442744143,24.233557081506664,,,,,,,,,,,0.0
4319,OL129BE,2015,8202.0,Q46,01D,390531.0,414198.0,E01033258,E02001139,A1,E12000002,E08000005,65.0,5.86458591920568,0.12840736345656364,7.165353228021641,7.287634520942632,1.4779338793084096,5.586619816440582,0.5134211919060755,0.0,0.04874300144601159,20.858602691259943,,,,,,,,,,,0.0
4320,OL129SA,2015,1280.75,Q46,01D,391101.0,415171.0,E01005586,E02001135,A1,E12000002,E08000005,50.0,12.204421143197985,0.1728305232202864,5.435501724086701,5.479400329549692,2.41847522187594,4.79206137354029,0.4522764552022524,0.0,0.04826974426468595,25.519465046586447,,,,,,,,,,,0.0
4321,OL12HG,2015,5030.0,Q46,00Y,392116.0,405875.0,E01005354,E02001113,A1,E12000002,E08000004,-100.0,5.235962526368742,0.22751437887222412,8.04179306249616,8.148102232451775,2.1634969022343205,6.527012502874253,0.479524673927556,0.0,0.025883344761660376,22.78161321672887,,,,,,,,,,,0.0
4322,OL139NR,2015,14267.25,Q47,01A,387007.0,422608.0,E01025382,E02005280,C1,E12000002,E07000125,-16.0,6.593714203111652,0.09431392317257586,8.273565952551392,8.525196375542917,1.7663123051044327,6.526495403733487,0.24123131840730805,0.03391719014503403,0.05222416678840457,23.781180719217407,,,,,,,,,,,0.0
4323,OL13UL,2015,4919.75,Q46,00Y,392904.0,405226.0,E01005433,E02001111,A1,E12000002,E08000004,71.0,6.985234222526599,0.275807551897281,8.336508031884584,8.438505369792773,1.7883601370636402,7.591239134160158,0.688140223768868,0.3130215969216205,0.03434311478684282,26.080308236130936,,,,,,,,,,,0.0
4324,OL145RN,2015,13459.5,Q52,02T,394015.0,424141.0,E01010984,E02002265,C1,E12000003,E08000033,-15.0,4.917204795266883,0.23714380334083315,7.4612356178573895,7.775131916924624,2.007954074616073,5.638331206101348,0.39114169969487267,0.0,0.24454660700359462,20.966907495944632,,,,,,,,,,,0.0
4325,OL14JU,2015,5282.5,Q46,00Y,395000.0,407205.0,E01032559,E02001104,A1,E12000002,E08000004,-75.0,5.813375569892845,0.370432216519128,8.134781392211783,8.311721139567956,1.7308217792973395,5.872677200127306,0.5977801087155226,0.06961334260375227,0.204138059239008,22.766421356723843,,,,,,,,,,,0.0
4326,OL158AQ,2015,4196.25,Q46,01D,393619.0,416254.0,E01005521,E02001134,C1,E12000002,E08000005,53.0,5.909751734493106,0.1597480618237709,6.899078032474346,6.973693936302735,1.7440305795999465,5.4941243500435135,0.6115176110316642,0.15575972273280622,0.04799795936703016,21.048625996027543,,,,,,,,,,,0.0
4327,OL158AR,2015,3734.75,Q46,01D,393526.0,416219.0,E01005522,E02001132,A1,E12000002,E08000005,113.0,6.036728504878042,0.08701014004573847,9.038024846333498,9.069073496359456,1.787263508676264,7.7653946517429455,0.25709270701067893,0.013290069757318867,0.02017936962169743,25.015853078470442,,,,,,,,,,,0.0
